price,bed,bath,acre_lot,city,house_size
440000.0,4,3.0,0.52,Charlotte,2486.0
199900.0,3,2.0,0.46,Charlotte,1750.0
459000.0,6,6.0,0.43,Charlotte,3157.0
260000.0,2,1.0,0.1,Charlotte,824.0
280000.0,3,2.0,0.31,Charlotte,1556.0
245000.0,3,2.0,0.16,Charlotte,1172.0
429900.0,5,2.0,0.29,Charlotte,2377.0
329000.0,4,2.0,0.3,Charlotte,1800.0
599850.0,4,3.0,0.13,Charlotte,2339.0
310000.0,3,1.0,0.21,Charlotte,994.0
515000.0,3,3.0,0.29,Charlotte,1487.0
409999.0,3,2.0,0.35,Charlotte,1529.0
180000.0,2,2.0,0.01,Charlotte,1016.0
200000.0,3,2.0,0.25,Charlotte,1035.0
235000.0,2,3.0,0.02,Charlotte,1140.0
939500.0,4,4.0,0.17,Charlotte,2912.0
360000.0,4,3.0,0.12,Charlotte,2088.0
140000.0,2,1.0,0.21,Charlotte,702.0
395000.0,3,3.0,0.17,Charlotte,2268.0
250000.0,3,1.0,0.36,Charlotte,1040.0
324500.0,3,3.0,0.22,Charlotte,1638.0
457000.0,4,3.0,0.27,Charlotte,3212.0
315000.0,3,3.0,0.2,Charlotte,1736.0
435000.0,5,3.0,0.2,Charlotte,3193.0
1450000.0,4,4.0,0.35,Charlotte,3647.0
1200000.0,4,4.0,0.22,Charlotte,3589.0
469888.0,4,3.0,0.63,Charlotte,2656.0
500000.0,3,3.0,0.44,Charlotte,2707.0
519000.0,4,3.0,0.35,Charlotte,2642.0
400000.0,4,3.0,0.28,Charlotte,2021.0
485000.0,3,3.0,0.26,Charlotte,1935.0
300000.0,3,2.0,0.28,Charlotte,1439.0
475000.0,4,2.0,0.29,Charlotte,1876.0
235000.0,3,3.0,0.03,Charlotte,1567.0
249000.0,3,2.0,1.04,Charlotte,1164.0
699900.0,3,4.0,0.08,Charlotte,3130.0
340000.0,3,2.0,0.45,Charlotte,1697.0
385000.0,2,3.0,0.03,Charlotte,1523.0
250000.0,3,2.0,0.16,Charlotte,1094.0
341000.0,3,2.0,0.28,Charlotte,1647.0
300000.0,3,2.0,0.2,Charlotte,1427.0
299900.0,2,2.0,0.0,Charlotte,1071.0
342000.0,3,2.0,0.58,Charlotte,1953.0
430000.0,4,3.0,0.25,Charlotte,2599.0
335000.0,3,3.0,0.3,Charlotte,2130.0
237000.0,2,1.0,0.17,Charlotte,899.0
210000.0,3,2.0,0.11,Charlotte,1100.0
225000.0,3,2.0,0.27,Charlotte,1242.0
290000.0,4,2.0,0.57,Charlotte,1527.0
395000.0,4,3.0,0.16,Charlotte,2409.0
455000.0,3,2.0,0.18,Charlotte,1189.0
299000.0,3,2.0,0.41,Charlotte,1563.0
300000.0,3,3.0,0.18,Charlotte,1458.0
550000.0,4,2.0,0.17,Charlotte,1660.0
325000.0,3,3.0,0.3,Charlotte,1832.0
419500.0,3,2.0,0.31,Charlotte,1454.0
290000.0,3,3.0,0.46,Charlotte,1618.0
400000.0,3,2.0,0.25,Charlotte,1721.0
333000.0,3,2.0,0.63,Charlotte,1230.0
225000.0,3,2.0,0.28,Charlotte,1110.0
255000.0,3,2.0,0.2,Charlotte,1338.0
235000.0,4,2.0,0.27,Charlotte,1635.0
515000.0,3,2.0,0.31,Charlotte,1688.0
200000.0,2,2.0,0.03,Charlotte,1392.0
255000.0,3,2.0,0.32,Charlotte,1128.0
995000.0,4,5.0,0.71,Charlotte,4039.0
309900.0,3,2.0,0.39,Charlotte,1690.0
465000.0,4,3.0,0.38,Charlotte,2643.0
325000.0,3,3.0,0.25,Charlotte,1514.0
690000.0,4,4.0,0.46,Charlotte,3116.0
275000.0,3,2.0,0.49,Charlotte,1509.0
225000.0,3,2.0,0.21,Charlotte,1078.0
459900.0,4,3.0,0.38,Charlotte,2945.0
275000.0,3,2.0,0.19,Charlotte,1198.0
240000.0,3,2.0,0.24,Charlotte,1019.0
365000.0,4,4.0,0.5,Charlotte,2686.0
348000.0,3,2.0,0.42,Charlotte,1659.0
330000.0,3,3.0,0.16,Charlotte,1965.0
250000.0,3,2.0,0.15,Charlotte,1090.0
289000.0,4,4.0,0.09,Charlotte,1920.0
300000.0,3,3.0,0.28,Charlotte,1661.0
275000.0,3,2.0,0.43,Charlotte,1408.0
409000.0,3,2.0,0.34,Charlotte,1374.0
335000.0,4,2.0,0.23,Charlotte,1633.0
265000.0,3,3.0,0.17,Charlotte,1486.0
295000.0,4,3.0,0.47,Charlotte,1960.0
229900.0,3,2.0,0.29,Charlotte,1450.0
140000.0,2,1.0,0.21,Charlotte,696.0
140000.0,2,1.0,0.21,Charlotte,696.0
140000.0,2,1.0,0.21,Charlotte,776.0
220000.0,3,2.0,0.22,Charlotte,1190.0
215000.0,3,2.0,0.13,Charlotte,1018.0
635000.0,4,3.0,0.36,Charlotte,3186.0
484900.0,2,2.0,0.22,Charlotte,1177.0
419500.0,4,3.0,0.34,Charlotte,2812.0
340000.0,4,3.0,0.32,Charlotte,2029.0
330000.0,3,3.0,0.04,Charlotte,1954.0
350000.0,3,3.0,0.25,Charlotte,2135.0
525000.0,3,2.0,0.27,Charlotte,1696.0
475000.0,4,3.0,0.35,Charlotte,2548.0
305000.0,3,2.0,0.33,Charlotte,2133.0
265000.0,3,2.0,0.24,Charlotte,1162.0
355000.0,3,2.0,0.24,Charlotte,872.0
410000.0,3,3.0,0.06,Charlotte,1827.0
300000.0,3,2.0,0.41,Charlotte,1111.0
589900.0,4,4.0,0.1,Charlotte,2389.0
295000.0,4,2.0,0.27,Charlotte,1919.0
429900.0,3,2.0,0.26,Charlotte,1680.0
297900.0,3,2.0,0.29,Charlotte,1545.0
327000.0,4,3.0,0.14,Charlotte,2460.0
150000.0,2,1.0,0.19,Charlotte,837.0
179900.0,2,1.0,0.42,Charlotte,888.0
245000.0,2,2.0,0.02,Charlotte,1264.0
475000.0,4,3.0,0.37,Charlotte,2265.0
263000.0,3,2.0,0.19,Charlotte,1614.0
310000.0,3,2.0,0.29,Charlotte,1632.0
260000.0,3,2.0,0.2,Charlotte,1329.0
440000.0,4,3.0,0.42,Charlotte,2013.0
289900.0,3,2.0,0.47,Charlotte,1374.0
335000.0,3,3.0,0.16,Charlotte,1515.0
225000.0,4,2.0,0.22,Charlotte,1640.0
349000.0,4,3.0,0.34,Charlotte,2306.0
465787.0,3,4.0,0.04,Charlotte,1960.0
485000.0,4,3.0,0.4,Charlotte,2515.0
435000.0,3,2.0,0.35,Charlotte,1459.0
315000.0,3,3.0,0.14,Charlotte,1897.0
315000.0,3,2.0,0.62,Charlotte,1609.0
199995.0,3,2.0,0.22,Charlotte,1177.0
305000.0,3,2.0,0.64,Charlotte,1405.0
255000.0,2,3.0,0.04,Charlotte,1658.0
335000.0,3,2.0,0.46,Charlotte,1531.0
290000.0,3,2.0,0.99,Charlotte,1582.0
385000.0,5,4.0,0.27,Charlotte,3620.0
297700.0,3,2.0,0.22,Charlotte,1469.0
469000.0,3,3.0,0.24,Charlotte,1829.0
400000.0,3,2.0,0.11,Charlotte,1031.0
325000.0,4,3.0,0.18,Charlotte,1808.0
408000.0,3,2.0,0.25,Charlotte,1568.0
615000.0,4,4.0,0.56,Charlotte,3179.0
998000.0,6,6.0,0.64,Charlotte,4833.0
1639999.0,5,5.0,0.14,Charlotte,4368.0
2995000.0,5,9.0,0.73,Charlotte,7539.0
940000.0,5,4.0,0.22,Charlotte,2766.0
550000.0,4,4.0,0.49,Charlotte,2202.0
375000.0,3,3.0,0.07,Charlotte,1956.0
349900.0,4,3.0,0.56,Charlotte,2500.0
900000.0,4,4.0,0.38,Charlotte,4196.0
280000.0,3,2.0,0.35,Charlotte,1292.0
275000.0,3,3.0,0.13,Charlotte,1809.0
460000.0,3,2.0,0.16,Charlotte,1335.0
425000.0,3,2.0,0.36,Charlotte,1839.0
430000.0,3,1.0,0.24,Charlotte,1248.0
369000.0,4,3.0,0.32,Charlotte,2444.0
325000.0,3,3.0,0.24,Charlotte,1727.0
219900.0,3,1.0,0.19,Charlotte,1126.0
449900.0,3,3.0,0.26,Charlotte,1311.0
840000.0,5,4.0,0.44,Charlotte,4081.0
495000.0,3,2.0,0.18,Charlotte,1154.0
239900.0,2,3.0,0.05,Charlotte,1606.0
459000.0,2,1.0,0.17,Charlotte,936.0
380000.0,3,2.0,0.27,Charlotte,1530.0
350000.0,4,3.0,0.18,Charlotte,2273.0
365000.0,3,3.0,0.09,Charlotte,2022.0
284900.0,3,1.0,0.38,Charlotte,1110.0
150000.0,3,2.0,0.02,Charlotte,1160.0
499900.0,2,4.0,0.04,Charlotte,2113.0
374900.0,4,2.0,0.17,Charlotte,1308.0
279000.0,3,4.0,0.05,Charlotte,1934.0
855000.0,4,4.0,0.17,Charlotte,3104.0
317500.0,3,3.0,0.27,Charlotte,1966.0
574250.0,4,3.0,0.13,Charlotte,2358.0
260000.0,3,2.0,0.49,Charlotte,1300.0
224900.0,3,3.0,0.1,Charlotte,1280.0
497000.0,2,2.0,0.26,Charlotte,1697.0
235000.0,3,2.0,0.21,Charlotte,1110.0
262500.0,3,2.0,0.17,Charlotte,1089.0
289000.0,3,2.0,0.28,Charlotte,1133.0
250000.0,3,3.0,0.19,Charlotte,1503.0
569000.0,4,3.0,0.71,Charlotte,2470.0
340000.0,4,3.0,0.27,Charlotte,2097.0
339900.0,3,4.0,0.04,Charlotte,2507.0
190000.0,3,2.0,0.71,Charlotte,1568.0
449000.0,4,3.0,0.48,Charlotte,2956.0
1795000.0,5,5.0,0.57,Charlotte,4658.0
1199500.0,4,4.0,0.43,Charlotte,2984.0
310000.0,3,3.0,0.79,Charlotte,1795.0
290000.0,4,4.0,0.19,Charlotte,1776.0
450000.0,6,3.0,0.91,Charlotte,2981.0
589000.0,3,2.0,0.17,Charlotte,1693.0
295000.0,3,1.0,0.24,Charlotte,1047.0
550000.0,2,2.0,0.16,Charlotte,1459.0
415000.0,5,3.0,0.21,Charlotte,2716.0
365000.0,3,2.0,0.24,Charlotte,1405.0
739500.0,3,4.0,0.04,Charlotte,2763.0
365000.0,4,2.0,0.21,Charlotte,1508.0
190000.0,2,1.0,0.33,Charlotte,805.0
339900.0,5,3.0,0.25,Charlotte,3732.0
303900.0,4,3.0,0.22,Charlotte,2368.0
248000.0,2,1.0,0.23,Charlotte,875.0
360000.0,4,3.0,0.33,Charlotte,2048.0
283900.0,3,3.0,0.24,Charlotte,1800.0
269900.0,3,2.0,1.93,Charlotte,1590.0
320000.0,4,3.0,0.29,Charlotte,1912.0
470000.0,4,3.0,0.35,Charlotte,2152.0
225000.0,3,2.0,0.67,Charlotte,1505.0
279000.0,3,2.0,0.23,Charlotte,1380.0
219900.0,2,1.0,0.48,Charlotte,979.0
325000.0,3,3.0,0.05,Charlotte,2049.0
595000.0,4,3.0,0.17,Charlotte,2404.0
617000.0,4,3.0,0.14,Charlotte,2435.0
175000.0,3,2.0,0.39,Charlotte,931.0
229000.0,3,2.0,0.43,Charlotte,1357.0
640000.0,3,3.0,0.11,Charlotte,2295.0
300000.0,3,2.0,0.3,Charlotte,1410.0
274000.0,3,2.0,1.31,Charlotte,1632.0
295000.0,3,3.0,0.05,Charlotte,1558.0
384000.0,4,2.0,0.38,Charlotte,1432.0
199900.0,3,2.0,0.38,Charlotte,2030.0
210000.0,2,1.0,0.26,Charlotte,976.0
193000.0,2,1.0,0.17,Charlotte,1008.0
220000.0,3,2.0,0.25,Charlotte,1410.0
659000.0,3,4.0,0.04,Charlotte,2127.0
325000.0,4,3.0,0.14,Charlotte,2216.0
330000.0,4,3.0,0.12,Charlotte,2014.0
349900.0,2,3.0,0.04,Charlotte,1350.0
617000.0,4,3.0,0.14,Charlotte,2435.0
300000.0,3,2.0,0.5,Charlotte,1970.0
199900.0,3,2.0,0.1,Charlotte,1037.0
285000.0,3,2.0,0.29,Charlotte,1606.0
350000.0,3,3.0,0.25,Charlotte,1952.0
284900.0,3,3.0,0.04,Charlotte,1755.0
429000.0,4,3.0,0.34,Charlotte,1858.0
189900.0,3,2.0,0.02,Charlotte,1345.0
285000.0,4,3.0,0.26,Charlotte,1752.0
235000.0,3,3.0,0.04,Charlotte,1536.0
358000.0,3,2.0,0.26,Charlotte,1192.0
330000.0,3,3.0,0.95,Charlotte,1794.0
245000.0,3,3.0,0.24,Charlotte,1339.0
339900.0,3,2.0,0.21,Charlotte,1130.0
332000.0,3,3.0,0.27,Charlotte,1600.0
235000.0,4,2.0,0.15,Charlotte,1272.0
349000.0,3,3.0,0.04,Charlotte,1564.0
235000.0,3,2.0,0.28,Charlotte,1488.0
247000.0,2,3.0,0.34,Charlotte,973.0
179900.0,2,3.0,0.01,Charlotte,1212.0
245000.0,3,3.0,0.07,Charlotte,1241.0
275000.0,3,2.0,0.39,Charlotte,1516.0
255000.0,2,1.0,0.29,Charlotte,1024.0
270000.0,3,3.0,0.13,Charlotte,1520.0
250000.0,4,2.0,0.3,Charlotte,1788.0
429934.0,3,3.0,0.04,Charlotte,1548.0
269000.0,3,2.0,0.65,Charlotte,1222.0
229000.0,3,1.0,0.37,Charlotte,1025.0
799000.0,4,5.0,0.61,Charlotte,4194.0
360000.0,3,2.0,0.28,Charlotte,1357.0
239900.0,3,3.0,0.03,Charlotte,1542.0
300000.0,2,1.0,0.65,Charlotte,1016.0
449000.0,3,2.0,0.24,Charlotte,1473.0
225000.0,3,2.0,0.52,Charlotte,2003.0
365000.0,3,3.0,0.3,Charlotte,1773.0
349000.0,3,3.0,0.16,Charlotte,1792.0
225000.0,3,2.0,0.54,Charlotte,1331.0
472500.0,4,3.0,0.39,Charlotte,2277.0
299000.0,3,3.0,0.09,Charlotte,1643.0
279900.0,3,2.0,0.13,Charlotte,1552.0
268900.0,3,2.0,0.21,Charlotte,1506.0
479900.0,5,4.0,0.33,Charlotte,3339.0
365000.0,5,3.0,0.14,Charlotte,2510.0
150000.0,3,1.0,0.37,Charlotte,1304.0
365000.0,4,3.0,0.15,Charlotte,3167.0
527000.0,4,3.0,0.22,Charlotte,2626.0
245000.0,3,2.0,0.04,Charlotte,1406.0
224900.0,3,2.0,0.13,Charlotte,1110.0
224900.0,2,2.0,0.2,Charlotte,777.0
295900.0,3,2.0,0.15,Charlotte,1282.0
205000.0,3,1.0,0.28,Charlotte,950.0
210000.0,3,2.0,0.24,Charlotte,1138.0
289000.0,4,3.0,0.42,Charlotte,2154.0
495000.0,4,3.0,0.41,Charlotte,2810.0
245000.0,3,3.0,1439.1,Charlotte,1438.0
225000.0,2,3.0,0.04,Charlotte,1262.0
235000.0,2,3.0,0.03,Charlotte,1228.0
439400.0,4,3.0,0.21,Charlotte,2801.0
290000.0,3,2.0,0.45,Charlotte,1512.0
350000.0,4,2.0,0.1,Charlotte,2017.0
249900.0,3,2.0,0.17,Charlotte,864.0
425000.0,2,2.0,0.52,Charlotte,1937.0
315000.0,3,2.0,0.15,Charlotte,1466.0
319999.0,4,3.0,0.19,Charlotte,1802.0
485000.0,3,4.0,0.03,Charlotte,1807.0
228000.0,3,2.0,0.2,Charlotte,1245.0
267000.0,3,1.0,0.23,Charlotte,1070.0
439900.0,5,3.0,0.34,Charlotte,2805.0
197500.0,3,2.0,0.33,Charlotte,1449.0
379900.0,2,1.0,0.28,Charlotte,1075.0
325000.0,4,3.0,0.32,Charlotte,2268.0
525000.0,3,3.0,0.18,Charlotte,1557.0
450000.0,4,3.0,0.23,Charlotte,2821.0
305000.0,3,1.0,0.24,Charlotte,931.0
650000.0,3,3.0,0.22,Charlotte,1587.0
299900.0,3,3.0,0.24,Charlotte,1984.0
399900.0,4,3.0,0.4,Charlotte,3026.0
494900.0,5,5.0,0.19,Charlotte,3708.0
565000.0,3,2.0,0.22,Charlotte,1959.0
1150000.0,4,4.0,0.21,Charlotte,3565.0
420000.0,3,3.0,0.17,Charlotte,2716.0
325000.0,4,3.0,0.27,Charlotte,2334.0
459900.0,5,4.0,0.24,Charlotte,2844.0
342000.0,4,2.0,0.23,Charlotte,1864.0
350000.0,3,3.0,0.26,Charlotte,1868.0
220000.0,3,2.0,0.14,Charlotte,1216.0
339900.0,2,3.0,0.05,Charlotte,1368.0
225000.0,2,3.0,0.03,Charlotte,1197.0
329000.0,2,3.0,0.53,Charlotte,1207.0
304997.0,3,3.0,0.05,Charlotte,1749.0
550000.0,5,5.0,0.45,Charlotte,3905.0
595000.0,3,3.0,0.11,Charlotte,2128.0
1588000.0,4,4.0,0.33,Charlotte,4134.0
260000.0,3,2.0,0.31,Charlotte,1485.0
450000.0,4,2.0,0.35,Charlotte,1701.0
525000.0,3,2.0,0.47,Charlotte,1912.0
289000.0,3,1.0,0.26,Charlotte,1028.0
265000.0,4,4.0,2.06,Charlotte,2198.0
249900.0,4,2.0,0.2,Charlotte,1189.0
270000.0,3,2.0,0.22,Charlotte,1008.0
297500.0,3,1.0,0.35,Charlotte,1002.0
365000.0,3,2.0,0.38,Charlotte,1166.0
200000.0,2,1.0,0.2,Charlotte,990.0
150000.0,3,1.0,0.17,Charlotte,925.0
230000.0,3,2.0,0.06,Charlotte,1691.0
216000.0,3,1.0,0.2,Charlotte,966.0
260500.0,3,3.0,0.06,Charlotte,1644.0
800000.0,4,4.0,1.4,Charlotte,4279.0
255000.0,3,4.0,0.02,Charlotte,1649.0
215000.0,2,3.0,0.03,Charlotte,1350.0
529700.0,4,3.0,0.12,Charlotte,2134.0
265000.0,3,2.0,0.05,Charlotte,1536.0
299000.0,3,2.0,0.14,Charlotte,1202.0
595000.0,3,2.0,0.28,Charlotte,1773.0
380000.0,3,3.0,0.14,Charlotte,2267.0
475000.0,4,3.0,0.23,Charlotte,1779.0
485000.0,3,4.0,0.44,Charlotte,1531.0
120000.0,2,2.0,0.02,Charlotte,972.0
441000.0,4,3.0,0.21,Charlotte,2594.0
350000.0,3,1.0,0.22,Charlotte,1456.0
659000.0,4,3.0,0.39,Charlotte,2525.0
215000.0,3,2.0,0.35,Charlotte,1030.0
411000.0,4,3.0,0.16,Charlotte,2418.0
725000.0,4,4.0,1.47,Charlotte,2607.0
679000.0,4,3.0,0.18,Charlotte,2375.0
275000.0,3,1.0,0.5,Charlotte,1040.0
334900.0,3,3.0,0.05,Charlotte,1528.0
1495000.0,4,5.0,0.33,Charlotte,4696.0
207500.0,3,2.0,0.22,Charlotte,988.0
195000.0,2,1.0,0.23,Charlotte,941.0
250000.0,3,2.0,0.21,Charlotte,1067.0
260000.0,3,3.0,0.19,Charlotte,1650.0
299900.0,3,3.0,0.19,Charlotte,1666.0
1995000.0,6,7.0,0.68,Charlotte,5825.0
399500.0,4,3.0,0.27,Charlotte,2538.0
915000.0,4,3.0,0.38,Charlotte,2880.0
1085000.0,5,4.0,0.76,Charlotte,4960.0
555887.0,3,5.0,0.05,Charlotte,2339.0
293000.0,3,3.0,0.04,Charlotte,1660.0
495000.0,4,3.0,0.36,Charlotte,2491.0
1150000.0,5,4.0,0.32,Charlotte,3345.0
290000.0,4,3.0,0.15,Charlotte,2086.0
725000.0,4,3.0,0.46,Charlotte,3463.0
290000.0,3,3.0,0.14,Charlotte,1774.0
749000.0,4,3.0,0.23,Charlotte,2292.0
1595000.0,4,4.0,0.41,Charlotte,5050.0
400000.0,4,3.0,1.0,Charlotte,2530.0
550000.0,3,3.0,0.05,Charlotte,2085.0
330000.0,3,2.0,0.71,Charlotte,1801.0
574000.0,3,2.0,0.14,Charlotte,1623.0
285000.0,3,3.0,0.25,Charlotte,1475.0
245000.0,3,2.0,0.38,Charlotte,1790.0
199900.0,3,3.0,0.02,Charlotte,1304.0
275000.0,3,3.0,0.19,Charlotte,1456.0
620000.0,4,3.0,0.07,Charlotte,1887.0
775000.0,3,3.0,0.17,Charlotte,2040.0
815000.0,4,4.0,0.09,Charlotte,2840.0
409472.0,3,3.0,0.04,Charlotte,1540.0
324900.0,4,3.0,0.22,Charlotte,2010.0
440000.0,3,2.0,0.2,Charlotte,1307.0
455000.0,3,2.0,0.27,Charlotte,1242.0
495000.0,3,2.0,0.28,Charlotte,2002.0
650000.0,4,3.0,0.07,Charlotte,2691.0
270000.0,3,2.0,0.2,Charlotte,1111.0
799000.0,4,3.0,0.14,Charlotte,2049.0
635000.0,3,3.0,0.1,Charlotte,2517.0
289000.0,2,1.0,0.08,Charlotte,843.0
369900.0,3,3.0,0.07,Charlotte,1963.0
370000.0,3,2.0,0.3,Charlotte,1604.0
395000.0,3,2.0,0.24,Charlotte,1407.0
325000.0,3,3.0,0.11,Charlotte,1685.0
425000.0,3,2.0,0.44,Charlotte,1595.0
340000.0,3,2.0,0.26,Charlotte,1086.0
219900.0,2,3.0,0.04,Charlotte,1434.0
349995.0,3,2.0,0.67,Charlotte,1412.0
349000.0,3,2.0,0.69,Charlotte,1941.0
395000.0,5,3.0,0.21,Charlotte,2629.0
475000.0,3,3.0,0.1,Charlotte,2068.0
295000.0,2,2.0,0.27,Charlotte,1056.0
307900.0,5,3.0,0.2,Charlotte,2805.0
325000.0,3,2.0,0.29,Charlotte,1611.0
445000.0,3,3.0,0.28,Charlotte,2353.0
125000.0,2,1.0,3.61,Charlotte,930.0
350000.0,3,1.0,0.14,Charlotte,1100.0
290000.0,3,3.0,0.14,Charlotte,1662.0
144900.0,2,1.0,0.39,Charlotte,854.0
2647300.0,6,7.0,1.1,Charlotte,6250.0
235000.0,3,3.0,0.04,Charlotte,1440.0
297000.0,3,3.0,0.15,Charlotte,1988.0
370850.0,3,4.0,0.02,Charlotte,1593.0
180000.0,3,2.0,0.33,Charlotte,1212.0
275000.0,3,3.0,0.22,Charlotte,1660.0
300000.0,4,2.0,0.31,Charlotte,1865.0
500000.0,8,8.0,0.24,Charlotte,3770.0
199000.0,3,2.0,0.68,Charlotte,1400.0
409900.0,4,3.0,0.23,Charlotte,2483.0
295000.0,3,3.0,0.35,Charlotte,1440.0
180000.0,3,2.0,0.02,Charlotte,1242.0
298000.0,3,1.0,0.61,Charlotte,1500.0
295000.0,4,2.0,0.26,Charlotte,1452.0
300000.0,3,3.0,0.14,Charlotte,1800.0
355000.0,3,4.0,0.21,Charlotte,3598.0
315000.0,3,2.0,0.89,Charlotte,1676.0
649900.0,5,4.0,0.3,Charlotte,3614.0
280000.0,3,2.0,0.22,Charlotte,1197.0
285000.0,3,2.0,0.2,Charlotte,1293.0
579900.0,3,3.0,0.21,Charlotte,2124.0
349000.0,2,1.0,0.43,Charlotte,952.0
315000.0,4,3.0,0.37,Charlotte,2321.0
316633.0,3,2.0,0.2,Charlotte,1562.0
293000.0,3,2.0,0.22,Charlotte,1562.0
465000.0,3,2.0,0.44,Charlotte,1788.0
259900.0,3,2.0,0.11,Charlotte,1326.0
500000.0,2,1.0,0.18,Charlotte,1246.0
345000.0,4,3.0,0.27,Charlotte,2109.0
616000.0,3,2.0,0.43,Charlotte,1970.0
349900.0,4,3.0,0.25,Charlotte,2652.0
385000.0,2,2.0,0.28,Charlotte,1160.0
160000.0,3,1.0,0.31,Charlotte,1041.0
349000.0,3,2.0,0.5,Charlotte,1252.0
235000.0,3,2.0,0.23,Charlotte,1160.0
190000.0,3,1.0,0.33,Charlotte,1121.0
299000.0,2,2.0,0.3,Charlotte,1190.0
187000.0,3,2.0,0.26,Charlotte,1016.0
260000.0,3,2.0,0.27,Charlotte,1788.0
250000.0,3,2.0,0.35,Charlotte,1046.0
399900.0,4,3.0,0.2,Charlotte,3290.0
349900.0,3,2.0,0.45,Charlotte,1929.0
205000.0,2,1.0,0.2,Charlotte,942.0
335000.0,2,1.0,0.27,Charlotte,1261.0
362000.0,3,3.0,0.27,Charlotte,2165.0
269900.0,3,1.0,0.23,Charlotte,1072.0
390000.0,4,3.0,0.14,Charlotte,2392.0
285000.0,4,2.0,0.62,Charlotte,2256.0
305000.0,3,2.0,0.18,Charlotte,1355.0
399980.0,3,2.0,0.22,Charlotte,1364.0
315000.0,3,3.0,0.04,Charlotte,1546.0
137500.0,3,1.0,0.2,Charlotte,880.0
539000.0,5,4.0,0.61,Charlotte,2712.0
270000.0,3,2.0,0.08,Charlotte,1376.0
169000.0,3,2.0,0.39,Charlotte,1730.0
270000.0,3,3.0,0.14,Charlotte,1449.0
243000.0,3,2.0,0.25,Charlotte,1050.0
225000.0,4,2.0,0.46,Charlotte,2306.0
457300.0,5,4.0,0.28,Charlotte,3053.0
341500.0,3,2.0,0.27,Charlotte,1633.0
819900.0,5,3.0,0.19,Charlotte,2778.0
420000.0,4,2.0,0.53,Charlotte,1924.0
255000.0,3,4.0,0.02,Charlotte,1659.0
390000.0,4,3.0,0.85,Charlotte,2142.0
389900.0,4,2.0,0.31,Charlotte,2022.0
260000.0,3,2.0,0.19,Charlotte,1140.0
275000.0,3,2.0,0.19,Charlotte,1043.0
135000.0,1,2.0,0.06,Charlotte,756.0
168000.0,3,2.0,0.34,Charlotte,1775.0
299900.0,3,2.0,0.89,Charlotte,1410.0
139900.0,2,2.0,0.01,Charlotte,945.0
565190.0,3,4.0,0.03,Charlotte,2203.0
250000.0,3,3.0,0.16,Charlotte,1461.0
241950.0,3,3.0,0.09,Charlotte,1653.0
299900.0,3,3.0,0.2,Charlotte,1388.0
240000.0,3,2.0,0.23,Charlotte,1347.0
490000.0,3,2.0,3.14,Charlotte,2073.0
1050000.0,4,4.0,0.39,Charlotte,4170.0
315000.0,3,2.0,0.26,Charlotte,1251.0
635000.0,4,5.0,0.5,Charlotte,4463.0
550000.0,3,3.0,0.48,Charlotte,2802.0
575000.0,3,2.0,0.44,Charlotte,2650.0
225900.0,3,3.0,0.1,Charlotte,1405.0
875001.0,3,2.0,0.37,Charlotte,2027.0
315000.0,2,1.0,0.2,Charlotte,1024.0
524900.0,3,2.0,0.44,Charlotte,1648.0
299900.0,3,2.0,0.26,Charlotte,1524.0
249990.0,3,1.0,0.35,Charlotte,1410.0
375000.0,3,3.0,0.05,Charlotte,1593.0
285000.0,3,2.0,0.25,Charlotte,1277.0
392000.0,2,3.0,1.45,Charlotte,1056.0
299990.0,3,3.0,0.16,Charlotte,1648.0
355000.0,2,3.0,0.02,Charlotte,1101.0
979000.0,4,4.0,0.47,Charlotte,3769.0
210000.0,3,1.0,0.28,Charlotte,1010.0
489000.0,3,2.0,0.35,Charlotte,1324.0
205000.0,3,2.0,0.03,Charlotte,1407.0
497000.0,3,3.0,0.21,Charlotte,2441.0
608550.0,3,4.0,0.03,Charlotte,2234.0
370000.0,4,2.0,0.24,Charlotte,1270.0
529900.0,5,3.0,0.26,Charlotte,2399.0
404900.0,4,3.0,0.35,Charlotte,2775.0
260000.0,4,3.0,0.15,Charlotte,1543.0
255000.0,3,2.0,0.34,Charlotte,1136.0
210000.0,3,3.0,0.06,Charlotte,1513.0
825000.0,4,3.0,0.35,Charlotte,2349.0
3500000.0,4,4.0,0.83,Charlotte,5804.0
697700.0,5,3.0,0.48,Charlotte,2843.0
345000.0,4,3.0,0.18,Charlotte,2051.0
315000.0,3,2.0,0.62,Charlotte,1884.0
345000.0,3,2.0,0.45,Charlotte,1832.0
280000.0,4,3.0,0.77,Charlotte,1710.0
735000.0,4,4.0,0.5,Charlotte,2913.0
339900.0,3,3.0,0.26,Charlotte,1663.0
1026900.0,4,5.0,0.81,Charlotte,4140.0
945000.0,5,4.0,0.18,Charlotte,2985.0
450000.0,4,4.0,0.15,Charlotte,3318.0
855500.0,6,5.0,0.6,Charlotte,5003.0
575000.0,3,2.0,13.11,Charlotte,1802.0
325000.0,2,1.0,0.3,Charlotte,1062.0
295000.0,4,3.0,0.11,Charlotte,1635.0
564900.0,4,3.0,0.35,Charlotte,2072.0
465000.0,3,2.0,0.29,Charlotte,1548.0
389900.0,4,3.0,0.23,Charlotte,2370.0
435000.0,3,2.0,0.3,Charlotte,1988.0
380000.0,4,3.0,0.26,Charlotte,2529.0
305000.0,3,3.0,0.11,Charlotte,1459.0
